Pubchem CID,IUPAC Name,IUPAC Name (traditional),InChi,InChi Key,Canonical SMILES,Isomeric SMILES
224340,"4-arsoroso-N-(1,3-thiazol-2-yl)benzenesulfonamide",4-arsoroso-N-(2-thiazolyl)benzenesulfonamide,"InChI=1S/C9H7AsN2O3S2/c13-10-7-1-3-8(4-2-7)17(14,15)12-9-11-5-6-16-9/h1-6H,(H,11,12)",VYDGHTGTCHESJA-UHFFFAOYSA-N,C1=CC(=CC=C1S(=O)(=O)NC2=NC=CS2)[As]=O,C1=CC(=CC=C1S(=O)(=O)NC2=NC=CS2)[As]=O
44917,1-(1-adamantyl)butan-1-amine,1-(1-adamantyl)-1-butanamine,"InChI=1S/C14H25N/c1-2-3-13(15)14-7-10-4-11(8-14)6-12(5-10)9-14/h10-13H,2-9,15H2,1H3",ZYNAVLAJZAGVFQ-UHFFFAOYSA-N,CCCC(C12CC3CC(C1)CC(C3)C2)N,CCCC(C12CC3CC(C1)CC(C3)C2)N
296577,"1-ethoxy-N,N-dimethylmethanamine","1-ethoxy-N,N-dimethylmethanamine","InChI=1S/C5H13NO/c1-4-7-5-6(2)3/h4-5H2,1-3H3",HNZKEVBWMXMMBH-UHFFFAOYSA-N,CCOCN(C)C,CCOCN(C)C
221804,propan-2-yl N-(3-chloro-2-methylphenyl)carbamate;propan-2-yl N-(5-chloro-2-methylphenyl)carbamate,N-(3-chloro-2-methylphenyl)carbamic acid propan-2-yl ester;N-(5-chloro-2-methylphenyl)carbamic acid propan-2-yl ester,"InChI=1S/2C11H14ClNO2/c1-7(2)15-11(14)13-10-6-9(12)5-4-8(10)3;1-7(2)15-11(14)13-10-6-4-5-9(12)8(10)3/h2*4-7H,1-3H3,(H,13,14)",KRWLRVQAQNJTLJ-UHFFFAOYSA-N,CC1=C(C=C(C=C1)Cl)NC(=O)OC(C)C.CC1=C(C=CC=C1Cl)NC(=O)OC(C)C,CC1=C(C=C(C=C1)Cl)NC(=O)OC(C)C.CC1=C(C=CC=C1Cl)NC(=O)OC(C)C
57163,"ethenyl N-(1,2,3-trimethoxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)carbamate","N-[1,2,3-trimethoxy-10-(methylthio)-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]carbamic acid ethenyl ester","InChI=1S/C23H25NO6S/c1-6-30-23(26)24-16-9-7-13-11-18(27-2)21(28-3)22(29-4)20(13)14-8-10-19(31-5)17(25)12-15(14)16/h6,8,10-12,16H,1,7,9H2,2-5H3,(H,24,26)",QNPQOSKMAOKAKA-UHFFFAOYSA-N,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC(=O)OC=C)OC)OC,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC(=O)OC=C)OC)OC
225684,ethyl 3-[(dimethylamino)methyl]-1H-indole-2-carboxylate,3-[(dimethylamino)methyl]-1H-indole-2-carboxylic acid ethyl ester,"InChI=1S/C14H18N2O2/c1-4-18-14(17)13-11(9-16(2)3)10-7-5-6-8-12(10)15-13/h5-8,15H,4,9H2,1-3H3",XCLWRWMGOGPGDS-UHFFFAOYSA-N,CCOC(=O)C1=C(C2=CC=CC=C2N1)CN(C)C,CCOC(=O)C1=C(C2=CC=CC=C2N1)CN(C)C
380433,"3-(1-adamantyl)-6-(2-chloro-4-nitrophenyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole","3-(1-adamantyl)-6-(2-chloro-4-nitrophenyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole","InChI=1S/C19H18ClN5O2S/c20-15-6-13(25(26)27)1-2-14(15)16-23-24-17(21-22-18(24)28-16)19-7-10-3-11(8-19)5-12(4-10)9-19/h1-2,6,10-12H,3-5,7-9H2",VYXVFKYNZFJYKO-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)(C3)C4=NN=C5N4N=C(S5)C6=C(C=C(C=C6)[N+](=O)[O-])Cl,C1C2CC3CC1CC(C2)(C3)C4=NN=C5N4N=C(S5)C6=C(C=C(C=C6)[N+](=O)[O-])Cl
133097,"2-cyclopropyl-6-ethyl-7-methoxyimidazo[1,2-a]pyrimidine","2-cyclopropyl-6-ethyl-7-methoxyimidazo[1,2-a]pyrimidine","InChI=1S/C12H15N3O/c1-3-8-6-15-7-10(9-4-5-9)13-12(15)14-11(8)16-2/h6-7,9H,3-5H2,1-2H3",JIHZJPBIMYDPIU-UHFFFAOYSA-N,CCC1=CN2C=C(N=C2N=C1OC)C3CC3,CCC1=CN2C=C(N=C2N=C1OC)C3CC3
308119,"methyl 4-(4-methylphenyl)-2,4-dioxobutanoate","4-(4-methylphenyl)-2,4-dioxobutanoic acid methyl ester","InChI=1S/C12H12O4/c1-8-3-5-9(6-4-8)10(13)7-11(14)12(15)16-2/h3-6H,7H2,1-2H3",AINBBVVRYVUFOK-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)CC(=O)C(=O)OC,CC1=CC=C(C=C1)C(=O)CC(=O)C(=O)OC
436277,"1-[(4-bromophenyl)-phenylmethyl]-4-methyl-1,4-diazepane","1-[(4-bromophenyl)-phenylmethyl]-4-methyl-1,4-diazepane","InChI=1S/C19H23BrN2/c1-21-12-5-13-22(15-14-21)19(16-6-3-2-4-7-16)17-8-10-18(20)11-9-17/h2-4,6-11,19H,5,12-15H2,1H3",RKBSVZBELVJAHP-UHFFFAOYSA-N,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Br,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Br
136182,"1,1,2,2-tetrafluoro-1,2-dinitroethane","1,1,2,2-tetrafluoro-1,2-dinitroethane","InChI=1S/C2F4N2O4/c3-1(4,7(9)10)2(5,6)8(11)12",NELYAMNMZQGYAJ-UHFFFAOYSA-N,C(C([N+](=O)[O-])(F)F)([N+](=O)[O-])(F)F,C(C([N+](=O)[O-])(F)F)([N+](=O)[O-])(F)F
367221,2-[(3-chlorophenyl)methylidene]-3H-inden-1-one,2-[(3-chlorophenyl)methylidene]-3H-inden-1-one,"InChI=1S/C16H11ClO/c17-14-6-3-4-11(9-14)8-13-10-12-5-1-2-7-15(12)16(13)18/h1-9H,10H2",KLAHLAAXUZQNTH-UHFFFAOYSA-N,C1C2=CC=CC=C2C(=O)C1=CC3=CC(=CC=C3)Cl,C1C2=CC=CC=C2C(=O)C1=CC3=CC(=CC=C3)Cl
170270,propan-2-yl 2-chloropropanoate,2-chloropropanoic acid propan-2-yl ester,"InChI=1S/C6H11ClO2/c1-4(2)9-6(8)5(3)7/h4-5H,1-3H3",BOKVSRHWZPCJRN-UHFFFAOYSA-N,CC(C)OC(=O)C(C)Cl,CC(C)OC(=O)C(C)Cl
497118,1-(3-iodoprop-2-ynyl)-5-propyltetrazole,1-(3-iodoprop-2-ynyl)-5-propyltetrazole,"InChI=1S/C7H9IN4/c1-2-4-7-9-10-11-12(7)6-3-5-8/h2,4,6H2,1H3",BJVJWDRDNFYZSQ-UHFFFAOYSA-N,CCCC1=NN=NN1CC#CI,CCCC1=NN=NN1CC#CI
374092,ethyl 3-[4-(dimethylaminodiazenyl)phenyl]-2-[[2-(9H-fluoren-9-yl)acetyl]amino]propanoate,3-[4-(dimethylaminoazo)phenyl]-2-[[2-(9H-fluoren-9-yl)-1-oxoethyl]amino]propanoic acid ethyl ester,"InChI=1S/C28H30N4O3/c1-4-35-28(34)26(17-19-13-15-20(16-14-19)30-31-32(2)3)29-27(33)18-25-23-11-7-5-9-21(23)22-10-6-8-12-24(22)25/h5-16,25-26H,4,17-18H2,1-3H3,(H,29,33)",IXXIUYXCQGEDEV-UHFFFAOYSA-N,CCOC(=O)C(CC1=CC=C(C=C1)N=NN(C)C)NC(=O)CC2C3=CC=CC=C3C4=CC=CC=C24,CCOC(=O)C(CC1=CC=C(C=C1)N=NN(C)C)NC(=O)CC2C3=CC=CC=C3C4=CC=CC=C24
443497,"[(3S,5R,6R)-3,5-dihydroxy-6-methyl-4-oxooxan-2-yl] [hydroxy-[[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate","[(3S,5R,6R)-3,5-dihydroxy-6-methyl-4-oxo-2-oxanyl] [hydroxy-[[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxo-1-pyrimidinyl)-2-oxolanyl]methoxy]phosphoryl] hydrogen phosphate","InChI=1S/C16H24N2O15P2/c1-6-4-18(16(24)17-14(6)23)10-3-8(19)9(31-10)5-29-34(25,26)33-35(27,28)32-15-13(22)12(21)11(20)7(2)30-15/h4,7-11,13,15,19-20,22H,3,5H2,1-2H3,(H,25,26)(H,27,28)(H,17,23,24)/t7-,8+,9-,10-,11-,13-,15?/m1/s1",GTUIYEAZCHHLMA-JRBCTNAPSA-N,CC1C(C(=O)C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O,C[C@@H]1[C@H](C(=O)[C@H](C(O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O
497172,"5-phenyl-2-(2,3,3-triiodoprop-2-enyl)tetrazole","5-phenyl-2-(2,3,3-triiodoprop-2-enyl)tetrazole","InChI=1S/C10H7I3N4/c11-8(9(12)13)6-17-15-10(14-16-17)7-4-2-1-3-5-7/h1-5H,6H2",QQNUCMKNUXKCPW-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NN(N=N2)CC(=C(I)I)I,C1=CC=C(C=C1)C2=NN(N=N2)CC(=C(I)I)I
51153,[2-methylpropyl(nitroso)amino]methyl acetate,acetic acid [2-methylpropyl(nitroso)amino]methyl ester,"InChI=1S/C7H14N2O3/c1-6(2)4-9(8-11)5-12-7(3)10/h6H,4-5H2,1-3H3",HXLGNIDDAWRMEC-UHFFFAOYSA-N,CC(C)CN(COC(=O)C)N=O,CC(C)CN(COC(=O)C)N=O
272274,2-[(2-hydroxyphenyl)methylideneamino]benzamide,2-[(2-hydroxyphenyl)methylideneamino]benzamide,"InChI=1S/C14H12N2O2/c15-14(18)11-6-2-3-7-12(11)16-9-10-5-1-4-8-13(10)17/h1-9,17H,(H2,15,18)",QKIRYDVOAWCTIC-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=NC2=CC=CC=C2C(=O)N)O,C1=CC=C(C(=C1)C=NC2=CC=CC=C2C(=O)N)O
168952,"[(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(phosphonooxymethyl)oxolan-3-yl] [(2R,3S)-3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methyl hydrogen phosphate","[(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(phosphonooxymethyl)-3-oxolanyl] [(2R,3S)-3-hydroxy-5-(5-methyl-2,4-dioxo-1-pyrimidinyl)-2-oxolanyl]methyl hydrogen phosphate","InChI=1S/C20H27N7O13P2/c1-9-4-26(20(30)25-19(9)29)14-2-10(28)12(38-14)5-37-42(34,35)40-11-3-15(39-13(11)6-36-41(31,32)33)27-8-24-16-17(21)22-7-23-18(16)27/h4,7-8,10-15,28H,2-3,5-6H2,1H3,(H,34,35)(H2,21,22,23)(H,25,29,30)(H2,31,32,33)/t10-,11-,12+,13+,14?,15+/m0/s1",YRITVODHCMDVSY-VEGPOJNRSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OC3CC(OC3COP(=O)(O)O)N4C=NC5=C(N=CN=C54)N)O,CC1=CN(C(=O)NC1=O)C2C[C@@H]([C@H](O2)COP(=O)(O)O[C@H]3C[C@@H](O[C@@H]3COP(=O)(O)O)N4C=NC5=C(N=CN=C54)N)O
149797,N-benzyl-5-methyl-4-nitro-1H-pyrazole-3-carboxamide,5-methyl-4-nitro-N-(phenylmethyl)-1H-pyrazole-3-carboxamide,"InChI=1S/C12H12N4O3/c1-8-11(16(18)19)10(15-14-8)12(17)13-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3,(H,13,17)(H,14,15)",HPYOXONPVXSOEL-UHFFFAOYSA-N,CC1=C(C(=NN1)C(=O)NCC2=CC=CC=C2)[N+](=O)[O-],CC1=C(C(=NN1)C(=O)NCC2=CC=CC=C2)[N+](=O)[O-]
293449,3-methyl-4-phenylbut-3-enoic acid,3-methyl-4-phenyl-3-butenoic acid,"InChI=1S/C11H12O2/c1-9(8-11(12)13)7-10-5-3-2-4-6-10/h2-7H,8H2,1H3,(H,12,13)",NGJLFMBOFBKYHK-UHFFFAOYSA-N,CC(=CC1=CC=CC=C1)CC(=O)O,CC(=CC1=CC=CC=C1)CC(=O)O
92594,"5-chloro-2,4-dinitrobenzenesulfonic acid","5-chloro-2,4-dinitrobenzenesulfonic acid","InChI=1S/C6H3ClN2O7S/c7-3-1-6(17(14,15)16)5(9(12)13)2-4(3)8(10)11/h1-2H,(H,14,15,16)",CMKHZJCLDSYCNP-UHFFFAOYSA-N,C1=C(C(=CC(=C1[N+](=O)[O-])Cl)S(=O)(=O)O)[N+](=O)[O-],C1=C(C(=CC(=C1[N+](=O)[O-])Cl)S(=O)(=O)O)[N+](=O)[O-]
495508,"1-[1,7-dihydroxy-2-(6-methoxy-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl)-2,4,4a,6,7,7a-hexahydrofuro[3,2-d][1,3]oxazin-6-yl]pyrimidine-2,4-dione","1-[1,7-dihydroxy-2-(6-methoxy-2,2-dimethyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl)-2,4,4a,6,7,7a-hexahydrofuro[3,2-d][1,3]oxazin-6-yl]pyrimidine-2,4-dione","InChI=1S/C18H25N3O10/c1-18(2)30-13-11(26-3)12(29-16(13)31-18)15-21(25)9-7(6-27-15)28-14(10(9)23)20-5-4-8(22)19-17(20)24/h4-5,7,9-16,23,25H,6H2,1-3H3,(H,19,22,24)",CSKKTMQXCLOLOC-UHFFFAOYSA-N,CC1(OC2C(C(OC2O1)C3N(C4C(CO3)OC(C4O)N5C=CC(=O)NC5=O)O)OC)C,CC1(OC2C(C(OC2O1)C3N(C4C(CO3)OC(C4O)N5C=CC(=O)NC5=O)O)OC)C
286167,"3,3,3-trichloro-N,N-dimethyl-2-(3-phenylpropoxy)propan-1-amine","3,3,3-trichloro-N,N-dimethyl-2-(3-phenylpropoxy)-1-propanamine","InChI=1S/C14H20Cl3NO/c1-18(2)11-13(14(15,16)17)19-10-6-9-12-7-4-3-5-8-12/h3-5,7-8,13H,6,9-11H2,1-2H3",RBBUOIJAYZQLJV-UHFFFAOYSA-N,CN(C)CC(C(Cl)(Cl)Cl)OCCCC1=CC=CC=C1,CN(C)CC(C(Cl)(Cl)Cl)OCCCC1=CC=CC=C1
367265,"3-amino-7-(2-oxo-4-phenylbut-3-enyl)-5H-[1,2,4]triazolo[4,3-b][1,2,4]triazin-6-one","3-amino-7-(2-oxo-4-phenylbut-3-enyl)-5H-[1,2,4]triazolo[4,3-b][1,2,4]triazin-6-one","InChI=1S/C14H12N6O2/c15-13-17-18-14-16-11(12(22)19-20(13)14)8-10(21)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H2,15,17)(H,19,22)",FMTNOBRBVLZPLD-UHFFFAOYSA-N,C1=CC=C(C=C1)C=CC(=O)CC2=NC3=NN=C(N3NC2=O)N,C1=CC=C(C=C1)C=CC(=O)CC2=NC3=NN=C(N3NC2=O)N
46718,trimethyl-[3-(3-methylisoquinolin-2-ium-2-yl)propyl]azanium,trimethyl-[3-(3-methyl-2-isoquinolin-2-iumyl)propyl]ammonium,"InChI=1S/C16H24N2/c1-14-12-15-8-5-6-9-16(15)13-17(14)10-7-11-18(2,3)4/h5-6,8-9,12-13H,7,10-11H2,1-4H3/q+2",RRVLZSDHQXYQQF-UHFFFAOYSA-N,CC1=CC2=CC=CC=C2C=[N+]1CCC[N+](C)(C)C,CC1=CC2=CC=CC=C2C=[N+]1CCC[N+](C)(C)C
489551,"3-amino-4-(3,5-dimethylphenyl)sulfanyl-5-(ethoxymethyl)-1H-pyridin-2-one","3-amino-4-[(3,5-dimethylphenyl)thio]-5-(ethoxymethyl)-1H-pyridin-2-one","InChI=1S/C16H20N2O2S/c1-4-20-9-12-8-18-16(19)14(17)15(12)21-13-6-10(2)5-11(3)7-13/h5-8H,4,9,17H2,1-3H3,(H,18,19)",HICRLKNDMILOHD-UHFFFAOYSA-N,CCOCC1=CNC(=O)C(=C1SC2=CC(=CC(=C2)C)C)N,CCOCC1=CNC(=O)C(=C1SC2=CC(=CC(=C2)C)C)N
74179,1-phenyl-2-pyridin-2-ylethanone,1-phenyl-2-(2-pyridinyl)ethanone,"InChI=1S/C13H11NO/c15-13(11-6-2-1-3-7-11)10-12-8-4-5-9-14-12/h1-9H,10H2",CMOXTMGJZNCXEI-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)CC2=CC=CC=N2,C1=CC=C(C=C1)C(=O)CC2=CC=CC=N2
401052,"2-[2-[4-(2-chlorophenyl)piperazin-1-yl]ethyl]-4,6-dimethyl-5-pyridin-2-ylpyrrolo[3,4-c]pyrrole-1,3-dione","2-[2-[4-(2-chlorophenyl)-1-piperazinyl]ethyl]-4,6-dimethyl-5-(2-pyridinyl)pyrrolo[3,4-c]pyrrole-1,3-dione","InChI=1S/C25H26ClN5O2/c1-17-22-23(18(2)31(17)21-9-5-6-10-27-21)25(33)30(24(22)32)16-13-28-11-14-29(15-12-28)20-8-4-3-7-19(20)26/h3-10H,11-16H2,1-2H3",IPARUTILQDKQEX-UHFFFAOYSA-N,CC1=C2C(=C(N1C3=CC=CC=N3)C)C(=O)N(C2=O)CCN4CCN(CC4)C5=CC=CC=C5Cl,CC1=C2C(=C(N1C3=CC=CC=N3)C)C(=O)N(C2=O)CCN4CCN(CC4)C5=CC=CC=C5Cl
445097,"(2S)-2-amino-N-[(2S)-5-(diaminomethylideneamino)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3R)-3-hydroxy-1-oxo-1-(2-oxoethylamino)butan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxopentan-2-yl]butanediamide;hydrate","(2S)-2-amino-N-[(2S)-5-(diaminomethylideneamino)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3R)-3-hydroxy-1-oxo-1-(2-oxoethylamino)butan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxopentan-2-yl]butanediamide;hydrate","InChI=1S/C34H63N11O9.H2O/c1-17(2)13-23(42-29(50)22(9-8-10-40-34(37)38)41-28(49)21(35)16-26(36)48)30(51)43-24(14-18(3)4)31(52)44-25(15-19(5)6)32(53)45-27(20(7)47)33(54)39-11-12-46;/h12,17-25,27,47H,8-11,13-16,35H2,1-7H3,(H2,36,48)(H,39,54)(H,41,49)(H,42,50)(H,43,51)(H,44,52)(H,45,53)(H4,37,38,40);1H2/t20-,21+,22+,23+,24+,25+,27+;/m1./s1",SYGGYRPYVCWIPM-REPMHLRXSA-N,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NCC=O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)N)N.O,C[C@H]([C@@H](C(=O)NCC=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)N)N)O.O
9780,"1,1,1,2,2,3,3-heptafluoro-4-isocyanatobutane","1,1,1,2,2,3,3-heptafluoro-4-isocyanatobutane","InChI=1S/C5H2F7NO/c6-3(7,1-13-2-14)4(8,9)5(10,11)12/h1H2",NLGMQMZUOBUPCW-UHFFFAOYSA-N,C(C(C(C(F)(F)F)(F)F)(F)F)N=C=O,C(C(C(C(F)(F)F)(F)F)(F)F)N=C=O
314852,"methyl 3-[(3-formyl-2,2-dimethyl-1,3-thiazolidine-4-carbonyl)amino]propanoate","3-[[(3-formyl-2,2-dimethyl-4-thiazolidinyl)-oxomethyl]amino]propanoic acid methyl ester","InChI=1S/C11H18N2O4S/c1-11(2)13(7-14)8(6-18-11)10(16)12-5-4-9(15)17-3/h7-8H,4-6H2,1-3H3,(H,12,16)",YRFXWTLTAVJMFJ-UHFFFAOYSA-N,CC1(N(C(CS1)C(=O)NCCC(=O)OC)C=O)C,CC1(N(C(CS1)C(=O)NCCC(=O)OC)C=O)C
311911,"1,4-di(tetradecyl)-1,4-diazepane","1,4-di(tetradecyl)-1,4-diazepane","InChI=1S/C33H68N2/c1-3-5-7-9-11-13-15-17-19-21-23-25-28-34-30-27-31-35(33-32-34)29-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-33H2,1-2H3",VXLHRBBQZWKIKB-UHFFFAOYSA-N,CCCCCCCCCCCCCCN1CCCN(CC1)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCN1CCCN(CC1)CCCCCCCCCCCCCC
306829,N-(cyclohexylmethylideneamino)-2-(methylamino)benzamide,N-(cyclohexylmethylideneamino)-2-(methylamino)benzamide,"InChI=1S/C15H21N3O/c1-16-14-10-6-5-9-13(14)15(19)18-17-11-12-7-3-2-4-8-12/h5-6,9-12,16H,2-4,7-8H2,1H3,(H,18,19)",KWKHLOKBYZJGMK-UHFFFAOYSA-N,CNC1=CC=CC=C1C(=O)NN=CC2CCCCC2,CNC1=CC=CC=C1C(=O)NN=CC2CCCCC2
57597,"7-chloro-8-methoxy-10-(2-pyrrolidin-1-ium-1-ylethyl)benzo[g]pteridine-2,4-dione;acetate","7-chloro-8-methoxy-10-[2-(1-pyrrolidin-1-iumyl)ethyl]benzo[g]pteridine-2,4-dione;acetate","InChI=1S/C17H18ClN5O3.C2H4O2/c1-26-13-9-12-11(8-10(13)18)19-14-15(20-17(25)21-16(14)24)23(12)7-6-22-4-2-3-5-22;1-2(3)4/h8-9H,2-7H2,1H3,(H,21,24,25);1H3,(H,3,4)",KAYSNYLXLZGXMV-UHFFFAOYSA-N,CC(=O)[O-].COC1=C(C=C2C(=C1)N(C3=NC(=O)NC(=O)C3=N2)CC[NH+]4CCCC4)Cl,CC(=O)[O-].COC1=C(C=C2C(=C1)N(C3=NC(=O)NC(=O)C3=N2)CC[NH+]4CCCC4)Cl
100981,"N-(2,5-dichlorophenyl)-3-hydroxynaphthalene-2-carboxamide","N-(2,5-dichlorophenyl)-3-hydroxy-2-naphthalenecarboxamide","InChI=1S/C17H11Cl2NO2/c18-12-5-6-14(19)15(9-12)20-17(22)13-7-10-3-1-2-4-11(10)8-16(13)21/h1-9,21H,(H,20,22)",XRSZVNFMWDURBA-UHFFFAOYSA-N,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=C(C=CC(=C3)Cl)Cl)O,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=C(C=CC(=C3)Cl)Cl)O
274735,"3-[2-[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]ethylcarbamoyl]benzenesulfonyl fluoride","3-[[2-[2-chloro-4-(4,6-diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenoxy]ethylamino]-oxomethyl]benzenesulfonyl fluoride","InChI=1S/C20H22ClFN6O4S/c1-20(2)27-18(23)26-19(24)28(20)13-6-7-16(15(21)11-13)32-9-8-25-17(29)12-4-3-5-14(10-12)33(22,30)31/h3-7,10-11H,8-9H2,1-2H3,(H,25,29)(H4,23,24,26,27)",GYAIFBJVXZUZBY-UHFFFAOYSA-N,CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCCNC(=O)C3=CC(=CC=C3)S(=O)(=O)F)Cl)N)N)C,CC1(N=C(N=C(N1C2=CC(=C(C=C2)OCCNC(=O)C3=CC(=CC=C3)S(=O)(=O)F)Cl)N)N)C
483,"[3,4-dihydroxy-2-(hydroxymethyl)-5-(phosphonooxymethyl)oxolan-2-yl] dihydrogen phosphate","[3,4-dihydroxy-2-(hydroxymethyl)-5-(phosphonooxymethyl)-2-oxolanyl] dihydrogen phosphate","InChI=1S/C6H14O12P2/c7-2-6(18-20(13,14)15)5(9)4(8)3(17-6)1-16-19(10,11)12/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)",YXWOAJXNVLXPMU-UHFFFAOYSA-N,C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O,C(C1C(C(C(O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)O
135875,"4-[(2S)-3-[2-(3,4-dimethoxyphenyl)ethylamino]-2-hydroxypropoxy]phenol","4-[(2S)-3-[2-(3,4-dimethoxyphenyl)ethylamino]-2-hydroxypropoxy]phenol","InChI=1S/C19H25NO5/c1-23-18-8-3-14(11-19(18)24-2)9-10-20-12-16(22)13-25-17-6-4-15(21)5-7-17/h3-8,11,16,20-22H,9-10,12-13H2,1-2H3/t16-/m0/s1",XYOSMQAGAGSRNT-INIZCTEOSA-N,COC1=C(C=C(C=C1)CCNCC(COC2=CC=C(C=C2)O)O)OC,COC1=C(C=C(C=C1)CCNC[C@@H](COC2=CC=C(C=C2)O)O)OC
479897,"4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one;4-amino-N-pyrimidin-2-ylbenzenesulfonamide","4-amino-1-[(2R,5S)-5-(hydroxymethyl)-2-oxolanyl]-2-pyrimidinone;4-amino-N-(2-pyrimidinyl)benzenesulfonamide","InChI=1S/C10H10N4O2S.C9H13N3O3/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10;10-7-3-4-12(9(14)11-7)8-2-1-6(5-13)15-8/h1-7H,11H2,(H,12,13,14);3-4,6,8,13H,1-2,5H2,(H2,10,11,14)/t;6-,8+/m.0/s1",XIPXIUOCKBEVSA-BSWMGXSTSA-N,C1CC(OC1CO)N2C=CC(=NC2=O)N.C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N.C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
66690,N-[3-[bis(2-hydroxyethyl)amino]phenyl]acetamide,N-[3-[bis(2-hydroxyethyl)amino]phenyl]acetamide,"InChI=1S/C12H18N2O3/c1-10(17)13-11-3-2-4-12(9-11)14(5-7-15)6-8-16/h2-4,9,15-16H,5-8H2,1H3,(H,13,17)",BPAFLIGSSPTQHU-UHFFFAOYSA-N,CC(=O)NC1=CC(=CC=C1)N(CCO)CCO,CC(=O)NC1=CC(=CC=C1)N(CCO)CCO
145342,bis(trimethylsilyl)methanethiol,bis(trimethylsilyl)methanethiol,"InChI=1S/C7H20SSi2/c1-9(2,3)7(8)10(4,5)6/h7-8H,1-6H3",AYTLTCSAHYBOPA-UHFFFAOYSA-N,C[Si](C)(C)C([Si](C)(C)C)S,C[Si](C)(C)C([Si](C)(C)C)S
69879,1-chloro-4-dichlorophosphoryloxybenzene,1-chloro-4-dichlorophosphoryloxybenzene,"InChI=1S/C6H4Cl3O2P/c7-5-1-3-6(4-2-5)11-12(8,9)10/h1-4H",CCZMQYGSXWZFKI-UHFFFAOYSA-N,C1=CC(=CC=C1OP(=O)(Cl)Cl)Cl,C1=CC(=CC=C1OP(=O)(Cl)Cl)Cl
